CRN,Course,Title,SH,Instructor,Meeting Dates,Days,Time,Categories,Seats,Limit,Enroll,Subject,Prerequisites
12272,BIO 801-10,Thesis Extension,1,Sarah E. Koerner,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12273,BIO 801-12,Thesis Extension,1,Esther M. Leise,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12274,BIO 801-13,Thesis Extension,1,John J. Lepri,08-JAN-2018 to 25-APR-2018,,,none,13,13,0,biology,
12275,BIO 801-14,Thesis Extension,1,,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12276,BIO 801-15,Thesis Extension,1,Yashomati M. Patel,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12277,BIO 801-16,Thesis Extension,1,David L. Remington,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12278,BIO 801-17,Thesis Extension,1,Parke A. Rublee,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
12279,BIO 801-18,Thesis Extension,1,Olav Rueppell,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12280,BIO 801-19,Thesis Extension,1,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12281,BIO 801-20,Thesis Extension,1,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12282,BIO 801-21,Thesis Extension,1,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12283,BIO 801-22,Thesis Extension,1,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12284,BIO 801-23,Thesis Extension,1,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
12867,BIO 801-24,Thesis Extension,1,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
14426,BIO 802-01,Dissertation Extension,1,Amy L. Adamson,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
14482,BIO 802-02,Dissertation Extension,1,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
14483,BIO 802-03,Dissertation Extension,1,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
15709,BIO 802-04,Dissertation Extension,1,,08-JAN-2018 to 25-APR-2018,,,none,1,1,0,biology,
15932,BIO 802-05,Dissertation Extension,1,David L. Remington,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
11413,BIO 803-01,Grad Resrch Proj Ext,1,Amy L. Adamson,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
12285,BIO 803-02,Grad Resrch Proj Ext,1,,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12286,BIO 803-03,Grad Resrch Proj Ext,1,Ramji K. Bhandari,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12287,BIO 803-04,Grad Resrch Proj Ext,1,Mark D. Hens,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12288,BIO 803-05,Grad Resrch Proj Ext,1,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12289,BIO 803-06,Grad Resrch Proj Ext,1,Zhenquan Jia,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12290,BIO 803-07,Grad Resrch Proj Ext,1,Matina C. Kalcounis-Ruppell,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12291,BIO 803-08,Grad Resrch Proj Ext,1,Karen S. Katula,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12292,BIO 803-09,Grad Resrch Proj Ext,1,Bruce K. Kirchoff,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12293,BIO 803-10,Grad Resrch Proj Ext,1,Sarah E. Koerner,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12294,BIO 803-12,Grad Resrch Proj Ext,1,Esther M. Leise,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12295,BIO 803-13,Grad Resrch Proj Ext,1,John J. Lepri,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12296,BIO 803-14,Grad Resrch Proj Ext,1,,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12297,BIO 803-15,Grad Resrch Proj Ext,1,Yashomati M. Patel,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
12298,BIO 803-16,Grad Resrch Proj Ext,1,David L. Remington,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
12299,BIO 803-17,Grad Resrch Proj Ext,1,Parke A. Rublee,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12300,BIO 803-18,Grad Resrch Proj Ext,1,Olav Rueppell,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12301,BIO 803-19,Grad Resrch Proj Ext,1,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12302,BIO 803-20,Grad Resrch Proj Ext,1,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12303,BIO 803-21,Grad Resrch Proj Ext,1,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12304,BIO 803-22,Grad Resrch Proj Ext,1,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
12305,BIO 803-23,Grad Resrch Proj Ext,1,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,none,9,10,1,biology,
12868,BIO 803-24,Grad Resrch Proj Ext,1,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,none,10,10,0,biology,
10047,CHE 101-01,Introductory Chemistry,3,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.ENV.GNS.GPS,92,225,133,chemistry,
10048,CHE 103-01,General Descriptive Chem I,3,Mary A. Gerhard,08-JAN-2018 to 25-APR-2018,T R,1230-1345,.ENV.GNS.GPS.SUS,1,120,119,chemistry,
17116,CHE 103-02,General Descriptive Chem I,3,Sarmad S. Hindo,08-JAN-2018 to 25-APR-2018,,,.ENV.GNS.GPS.SUS,-1,39,40,chemistry,
17003,CHE 103-02D,General Descriptive Chem I,3,Sarmad S. Hindo,08-JAN-2018 to 25-APR-2018,,,.ENV.GNS.GPS.SUS,-1,0,1,chemistry,
10049,CHE 104-01,General Descriptive Chem II,3,Mary A. Gerhard,08-JAN-2018 to 25-APR-2018,T R,0800-0915,.GNS.GPS,20,140,120,chemistry,
10050,CHE 104-02,General Descriptive Chem II,3,Mary A. Gerhard,08-JAN-2018 to 25-APR-2018,T R,1530-1645,.GNS.GPS,13,140,127,chemistry,
17388,CHE 104-03,General Descriptive Chem II,3,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GNS.GPS,18,40,22,chemistry,
10055,CHE 110-01,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1400-1520,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
10056,CHE 110-02,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1400-1520,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
10057,CHE 110-03,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1900-2020,.ENV.GNS.GPS.SUS,1,21,20,chemistry,
10058,CHE 110-04,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1900-2020,.ENV.GNS.GPS.SUS,-1,3,4,chemistry,
10059,CHE 110-05,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,0800-0920,.ENV.GNS.GPS.SUS,1,24,23,chemistry,
10060,CHE 110-06,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,0800-0920,.ENV.GNS.GPS.SUS,11,24,13,chemistry,
10061,CHE 110-07,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,1100-1220,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
10062,CHE 110-08,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,1100-1220,.ENV.GNS.GPS.SUS,2,24,22,chemistry,
10063,CHE 110-09,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,1400-1520,.ENV.GNS.GPS.SUS,1,24,23,chemistry,
10064,CHE 110-10,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,1400-1520,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
10065,CHE 110-11,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,1700-1820,.ENV.GNS.GPS.SUS,1,24,23,chemistry,
10066,CHE 110-12,Introductory Chemistry Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,1700-1820,.ENV.GNS.GPS.SUS,13,24,11,chemistry,
10051,CHE 111-01,General Chemistry I,3,Huiyuan Hu,08-JAN-2018 to 25-APR-2018,T R,1730-1845,.ENV.GNS.GPS.SUS,19,120,101,chemistry,
10052,CHE 111-02,General Chemistry I,3,Huiyuan Hu,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.ENV.GNS.GPS.SUS,4,120,116,chemistry,
12599,CHE 111-03,General Chemistry I,3,Huiyuan Hu,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,.ENV.GNS.GPS.SUS,-2,140,142,chemistry,
10067,CHE 112-01,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1100-1220,.ENV.GNS.GPS.SUS,1,24,23,chemistry,
10068,CHE 112-02,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1100-1220,.ENV.GNS.GPS.SUS,1,24,23,chemistry,
10069,CHE 112-03,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1400-1520,.ENV.GNS.GPS.SUS,1,24,23,chemistry,
10070,CHE 112-04,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1400-1520,.ENV.GNS.GPS.SUS,1,24,23,chemistry,
10071,CHE 112-05,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1900-2020,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
10072,CHE 112-06,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1900-2020,.ENV.GNS.GPS.SUS,2,24,22,chemistry,
10073,CHE 112-07,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,0800-0920,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
10074,CHE 112-08,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,0800-0920,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
10075,CHE 112-09,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1100-1220,.ENV.GNS.GPS.SUS,-1,24,25,chemistry,
10076,CHE 112-10,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1100-1220,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
12600,CHE 112-11,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1400-1520,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
12619,CHE 112-12,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1400-1520,.ENV.GNS.GPS.SUS,0,24,24,chemistry,
13796,CHE 112-13,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1700-1820,.ENV.GNS.GPS.SUS,1,24,23,chemistry,
13797,CHE 112-14,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1700-1820,.ENV.GNS.GPS.SUS,9,24,15,chemistry,
17379,CHE 112-15,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,0800-0920,.ENV.GNS.GPS.SUS,14,24,10,chemistry,
17380,CHE 112-16,General Chemistry Lab I,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,0800-0920,.ENV.GNS.GPS.SUS,17,24,7,chemistry,
10053,CHE 114-01,General Chemistry II,3,Dennis A. Burnes,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.GNS.GPS,0,120,120,chemistry,"['CHE111', 'CHE112']"
10054,CHE 114-02,General Chemistry II,3,Dennis A. Burnes,08-JAN-2018 to 25-APR-2018,M W,1730-1845,.GNS.GPS,12,140,128,chemistry,"['CHE111', 'CHE112']"
14293,CHE 114-03,General Chemistry II,3,Edwar S. Shamshoum,08-JAN-2018 to 25-APR-2018,T R,1730-1845,.GNS.GPS,9,96,87,chemistry,"['CHE111', 'CHE112']"
10077,CHE 115-01,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1400-1520,.GNS.GPS,0,24,24,chemistry,"['CHE111', 'CHE112']"
10078,CHE 115-02,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1400-1520,.GNS.GPS,0,24,24,chemistry,"['CHE111', 'CHE112']"
10079,CHE 115-03,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,0930-1050,.GNS.GPS,1,24,23,chemistry,"['CHE111', 'CHE112']"
10080,CHE 115-04,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,0930-1050,.GNS.GPS,0,24,24,chemistry,"['CHE111', 'CHE112']"
10082,CHE 115-05,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1100-1150,.GNS.GPS,2,24,22,chemistry,"['CHE111', 'CHE112']"
10083,CHE 115-06,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1100-1150,.GNS.GPS,6,24,18,chemistry,"['CHE111', 'CHE112']"
10084,CHE 115-07,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1530-1650,.GNS.GPS,1,24,23,chemistry,"['CHE111', 'CHE112']"
10085,CHE 115-08,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1530-1650,.GNS.GPS,2,24,22,chemistry,"['CHE111', 'CHE112']"
10086,CHE 115-09,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1900-2020,.GNS.GPS,4,24,20,chemistry,"['CHE111', 'CHE112']"
10087,CHE 115-10,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1900-2020,.GNS.GPS,2,24,22,chemistry,"['CHE111', 'CHE112']"
10088,CHE 115-11,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1400-1520,.GNS.GPS,3,24,21,chemistry,"['CHE111', 'CHE112']"
12598,CHE 115-12,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1400-1520,.GNS.GPS,4,24,20,chemistry,"['CHE111', 'CHE112']"
13789,CHE 115-13,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,0930-1050,.GNS.GPS,2,24,22,chemistry,"['CHE111', 'CHE112']"
13798,CHE 115-14,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,0930-1050,.GNS.GPS,7,24,17,chemistry,"['CHE111', 'CHE112']"
14361,CHE 115-15,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1100-1150,.GNS.GPS,11,24,13,chemistry,"['CHE111', 'CHE112']"
14362,CHE 115-16,General Chemistry II Lab,1,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1100-1150,.GNS.GPS,15,24,9,chemistry,"['CHE111', 'CHE112']"
10089,CHE 191-01,Introduction to Research,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,20,24,4,chemistry,
15554,CHE 252-01,Chemistry / Human Environment,3,Robert B. Banks,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.ENV.SUS,2,24,22,chemistry,
10090,CHE 292-01,Sophomore Research,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,12,15,3,chemistry,
16442,CHE 351-01,Organic Chemistry I,4,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,M W F,0840-0950,.ENV,9,80,71,chemistry,
10091,CHE 352-01,Organic Chemistry II,3,Robert B. Banks,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,.ENV,41,120,79,chemistry,
10092,CHE 352-02,Organic Chemistry II,3,Sarmad S. Hindo,08-JAN-2018 to 25-APR-2018,T R,0800-0915,.ENV,1,120,119,chemistry,
13790,CHE 352-03,Organic Chemistry II,3,Daniel P. Christen,08-JAN-2018 to 25-APR-2018,M W,1730-1845,.ENV,75,96,21,chemistry,
10093,CHE 354-01,Organic Chmstry II Laboratory,1,Daniel P. Christen,08-JAN-2018 to 25-APR-2018,M,1300-1450,none,12,48,36,chemistry,
10094,CHE 354-02,Organic Chmstry II Laboratory,1,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,M,1800-1950,none,15,24,9,chemistry,
10095,CHE 354-03,Organic Chmstry II Laboratory,1,Christopher Behme,08-JAN-2018 to 25-APR-2018,T,1300-1450,none,2,48,46,chemistry,
12597,CHE 354-04,Organic Chmstry II Laboratory,1,Christopher Behme,08-JAN-2018 to 25-APR-2018,T,1800-1950,none,7,24,17,chemistry,
13251,CHE 354-05,Organic Chmstry II Laboratory,1,Daniel P. Christen,08-JAN-2018 to 25-APR-2018,W,1300-1450,none,6,48,42,chemistry,
10096,CHE 355-01,Intermed Organic Chem Lab,2,Daniel P. Christen,08-JAN-2018 to 25-APR-2018,R,1100-1150,none,19,48,29,chemistry,
10097,CHE 355-02,Intermed Organic Chem Lab,2,Christopher Behme,08-JAN-2018 to 25-APR-2018,R,1100-1150,none,8,24,16,chemistry,
12116,CHE 392-01,Junior Research,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,12,15,3,chemistry,
10100,CHE 401-01,Chemistry Seminar Intro,0,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,none,7,24,17,chemistry,
10102,CHE 402-01,Chemistry Seminar,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,M,1300-1350,.SI,0,12,12,chemistry,
10101,CHE 402-02,Chemistry Seminar,1,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,T,1100-1150,.SI,1,12,11,chemistry,
10103,CHE 442-01,Advanced Inorganic Chemistry I,3,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,M W,0900-0950,none,3,16,13,chemistry,
10104,CHE 462-01,Physical Chemistry II,3,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,none,17,24,7,chemistry,
10109,CHE 464-01,Physical Chemistry II Lab,1,Dennis A. Burnes,08-JAN-2018 to 25-APR-2018,M,1300-1650,.WI,11,16,5,chemistry,
12117,CHE 490-01,Internshp Chem and Biochem,3,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
12118,CHE 492-01,Senior Research,1,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
12119,CHE 492-02,Senior Research,1,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
12120,CHE 492-03,Senior Research,1,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,none,12,15,3,chemistry,
12121,CHE 492-04,Senior Research,1,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,none,12,15,3,chemistry,
12122,CHE 492-05,Senior Research,1,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
12123,CHE 492-06,Senior Research,1,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,none,12,15,3,chemistry,
12124,CHE 492-07,Senior Research,1,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
12125,CHE 492-08,Senior Research,1,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,none,12,15,3,chemistry,
12126,CHE 492-09,Senior Research,1,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
12128,CHE 492-10,Senior Research,1,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
12129,CHE 492-11,Senior Research,1,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
12130,CHE 492-12,Senior Research,1,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
12131,CHE 492-13,Senior Research,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,none,11,15,4,chemistry,
12132,CHE 492-14,Senior Research,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,8,15,7,chemistry,
13875,CHE 492-15,Senior Research,1,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
12133,CHE 493-01,Honors Work,3,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,.HSS,15,15,0,chemistry,
13242,CHE 499-01,Senior Thesis,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,4,5,1,chemistry,
10105,CHE 531-01,Instrumental Analysis,3,Qibin Zhang,08-JAN-2018 to 25-APR-2018,M W,1730-1845,none,23,44,21,chemistry,
10110,CHE 533-01,Instrumental Analysis Lab,1,Timothy D. Ballard,08-JAN-2018 to 25-APR-2018,T,1400-1750,.WI,13,20,7,chemistry,
15783,CHE 533-02,Instrumental Analysis Lab,1,Timothy D. Ballard,08-JAN-2018 to 25-APR-2018,R,1400-1750,.WI,16,20,4,chemistry,
10106,CHE 553-01,Advanced Organic Chemistry I,3,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,T R,1530-1645,none,8,15,7,chemistry,
10107,CHE 557-01,Biochemistry II,3,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,none,33,80,47,chemistry,
10149,CHE 558-01,Biochemistry Lab,1,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,T,1230-1620,.WI,3,10,7,chemistry,
10150,CHE 558-02,Biochemistry Lab,1,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,W,1300-1650,.WI,1,10,9,chemistry,
10151,CHE 558-03,Biochemistry Lab,1,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,R,1230-1350,.WI,2,10,8,chemistry,
14555,CHE 558-04,Biochemistry Lab,1,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,M,1300-1650,.WI,1,10,9,chemistry,
15810,CHE 570B-01,Special Topics:Biochemistry,1,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,none,15,20,5,chemistry,
17496,CHE 570B-02,Special Topics:Biochemistry,1,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,T R,1230-1345,none,6,6,0,chemistry,
17363,CHE 601-01,Graduate Seminar I,1,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,M,1300-1350,none,23,24,1,chemistry,
10108,CHE 602-01,Graduate Seminar II,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,none,6,16,10,chemistry,
13684,CHE 652-01,Synthetic Organic Chemistry,3,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,T R,1530-1645,none,6,9,3,chemistry,
16509,CHE 658-01,Nucleic Acid Biochemistry,3,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,T R,1230-1345,none,20,24,4,chemistry,
16515,CHE 659-01,Receptor Biochemistry,3,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,none,13,24,11,chemistry,
16516,CHE 661-01,Advanced Physical Chemistry I,3,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,M W,1730-1845,none,19,24,5,chemistry,
16517,CHE 670B-01,Adv Special Topic Biochemistry,1,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,T R,0930-1045,none,5,20,15,chemistry,
10160,CHE 680-01,Research Probs Chem / Biochem,1,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10161,CHE 680-02,Research Probs Chem / Biochem,1,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10162,CHE 680-03,Research Probs Chem / Biochem,1,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,none,12,15,3,chemistry,
10163,CHE 680-04,Research Probs Chem / Biochem,1,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10164,CHE 680-05,Research Probs Chem / Biochem,1,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10166,CHE 680-06,Research Probs Chem / Biochem,1,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10168,CHE 680-07,Research Probs Chem / Biochem,1,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10169,CHE 680-08,Research Probs Chem / Biochem,1,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10171,CHE 680-09,Research Probs Chem / Biochem,1,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
10172,CHE 680-10,Research Probs Chem / Biochem,1,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10173,CHE 680-11,Research Probs Chem / Biochem,1,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,none,11,15,4,chemistry,
10178,CHE 680-12,Research Probs Chem / Biochem,1,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10179,CHE 680-13,Research Probs Chem / Biochem,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
10182,CHE 680-14,Research Probs Chem / Biochem,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
13876,CHE 680-15,Research Probs Chem / Biochem,1,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10183,CHE 699-01,Thesis,1,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10186,CHE 699-02,Thesis,1,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
10187,CHE 699-03,Thesis,1,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10188,CHE 699-04,Thesis,1,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
10189,CHE 699-05,Thesis,1,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10191,CHE 699-06,Thesis,1,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10192,CHE 699-07,Thesis,1,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10193,CHE 699-08,Thesis,1,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
